Date,Content,Comment
2023-11-23,https://boxd.it/5cvhg1,<i>🎵 This is ourselves 🎵</i>
2023-11-24,https://boxd.it/5cORaL,"She didn’t play his sister, she played his cousin."
2023-11-25,https://boxd.it/5dogvf,iykyk
2023-11-30,https://boxd.it/4OqYMj,Posting this is a violation of the NDA btw
2023-12-04,https://boxd.it/5gyUn3,lmao
2023-12-05,https://boxd.it/5gZUHV,👀
2023-12-07,https://boxd.it/5hjeId,I watched the original for the first time earlier this year. What a great year of films I’ve been lucky to experience.
2023-12-14,https://boxd.it/5jKKjL,@susie 😂😂
2023-12-14,https://boxd.it/5jIRux,lmao don't be silenced by a pretend movie critic 
2023-12-18,https://boxd.it/5lfzsX,"Wow, I'm not used to seeing you post a review so terse. No star rating?"
2023-12-26,https://boxd.it/5oIezN,The poem still exists. I think you can find it on Gutenberg. Merry Christmas!
2024-01-03,https://boxd.it/5talvv,She’d do anything for attention.
2024-01-05,https://boxd.it/5uZpeJ,Full endorsement
2024-01-10,https://boxd.it/5vq7w5,"@idygeyem I wouldn't say it was sucky, it was just extremely formulaic with not much new to say, as well as the plot having one or two incidents where it doesn't follow its own internal rules. "
2024-01-20,https://boxd.it/5DFdSX,graet
2024-01-21,https://boxd.it/5DJ4XH,@lukevineyard you are awesome
2024-01-21,https://boxd.it/5DlZNh,You're welcome.
2024-01-24,https://boxd.it/5Fp013,When are you gonna be on my screen again bruh
2024-01-31,https://boxd.it/5J7P7h,My thanks to you
2024-02-07,https://boxd.it/5DsPD1,"No, not this year"
2024-02-10,https://boxd.it/5NCx1X,Because she is
2024-02-11,https://boxd.it/49ks9D,How is this story Oedipal? Not sure I agree
2024-02-13,https://boxd.it/5P1GP7,your twin said something similar in his review
2024-02-15,https://boxd.it/5P7foZ,you're invited to my palentine's
2024-02-15,https://boxd.it/2A7fMj,happy valentine's day. this is the cutest review.
2024-02-16,https://boxd.it/5Q8aNr,murder isn’t vegan?
2024-02-17,https://boxd.it/5QKLud,lol p-cock
2024-02-26,https://boxd.it/5UXrAn,this had a completely different ending at one point.
2024-02-29,https://boxd.it/5W4ke3,"<blockquote>This place where we are now, it can be a lot of fun if you let it. You're gonna have a good time.</blockquote>"
2024-03-01,https://boxd.it/5WMkOD,i just finished the first episode recently. i’m looking forward to the journey
2024-03-05,https://boxd.it/5YTIPR,the fact this comes out of Rankin County of ALL places 🔥 talk about trial by fire
2024-03-07,https://boxd.it/5ZEmrn,LISAN AL’GAIB!
2024-03-08,https://boxd.it/608Uzl,Lisan al'gaib! 
2024-03-19,https://boxd.it/64WKU5,did you scare your girlfriend away
2024-03-22,https://boxd.it/66pKvh,"@garrtt that tracks. i’m pretty similar, though i typically only log a first watch once i finish the entire runtime consciously; i’ll never log a sleepwatch the first time"
2024-03-25,https://boxd.it/4PUml9,i’m going to see this later today
2024-03-25,https://boxd.it/sF6nq,add 8 more films and i’ll have you on the podcast again for a top 20 breakdown
2024-03-27,https://boxd.it/690N2p,"wow, was this your first time watching? "
2024-03-27,https://boxd.it/692Xn7,"Denis said he knows how they dismount, just that it wasn’t dramatically important… i’m so curious what that might look like"
2024-03-30,https://boxd.it/69SZ1h,@susieviews69 yeah i thought it was in poor taste and just cemented my ill feelings towards certain choices but damn if i ever forget about it i'll be lucky
2024-04-07,https://boxd.it/6dV89p,you're only at 5 watches. those are rookie numbers.
2024-04-10,https://boxd.it/6fnZQr,i love cronenberg. you should see <i>Crimes of the Future</i>
2024-04-12,https://boxd.it/6g7Qg7,"it's compelling, that's for sure"
2024-04-12,https://boxd.it/6gehlP,what do you know about acid?
2024-04-15,https://boxd.it/6gb2vz,Worth seeing in IMAX for the massive frame of Stephen McKinley Henderson smoking a joint.
2024-04-22,https://boxd.it/6kdcfB,half a star plus a like
2024-04-23,https://boxd.it/6ktgIT,you don’t like shakespeare?
2024-04-26,https://boxd.it/6lsaM3,"lmao it's Darren Aronofsky, the same mind that came up with <I>Mother!</I>"
2024-05-01,https://boxd.it/6nrWTR,"""Abed, show him you Don Draper""

Abed: ""Cigarettes"""
2024-05-22,https://boxd.it/6wrnft,I feel this way about most Gaspar Noé films
2024-06-06,https://boxd.it/6Cofd3,"if you liked this, Art the Clown is featured in the <i>Terrifier</i> series which is pretty sick-in-the-head shit"
2024-06-23,https://boxd.it/6If6mL,❤️
2024-06-23,https://boxd.it/6Ia4hf,bro the ending is so bleak
2024-06-28,https://boxd.it/6LfrIb,i'm in NYC and it's my first time visiting. what's up with the 6 train?
2024-07-01,https://boxd.it/6Mo7ul,SARNOSKI SUPREMACY
2024-07-02,https://boxd.it/6MVMDp,is <i>Batman Begins</i> a happy movie?
2024-07-13,https://boxd.it/6ReRSD,love this
2024-07-15,https://boxd.it/6Rd87P,"yeah i agree, there’s a bit of a lack of trust in the audience to not “get it” 

i do love the style though. really cool"
2024-07-21,https://boxd.it/6Vn9wd,You could
2024-07-25,https://boxd.it/6VRcuf,lmao i love your review
2024-07-26,https://boxd.it/6XERXT,i will rewatch any time
2024-08-04,https://boxd.it/71qy8P,I got so excited when I saw Allison Pill's name in the title cards. 
2024-08-04,https://boxd.it/71qy8P,I've been a fan of Allison Pill since SCOTT PILGIRM and her performance is pitch perfect in this film. I wouldn't say any more to avoid getting into spoiler territory.
2024-08-18,https://boxd.it/77CnVp,the best movies you've seen in your life were when you were a teenager.
2024-08-27,https://boxd.it/77llof,Mississippi Film Society
2024-08-28,https://boxd.it/7c9EB9,happy belated birthday!
2024-09-12,https://boxd.it/7iTPsD,"I've learned over the years that the audience can warn you if a movie is bad. I remember realizing this with the Shyamalan movie we do not name. I swear to god there was a paper airplane that was thrown around in the auditorium because everyone in the room completely lost interest and returned to schooltime shenanigans of attention-seeking.

I don't want to assume <i>My Old Ass</I> is bad because I simply was not drawn to it. It seems like it was made by competent filmmakers supported by people who worked to pitch the movie without giving it all away in the trailer. I'm not convinced a Secret Movie Series featuring only new releases is going to be enough to keep me coming to these events if the audience is going to be so... lowest common denominator."
2024-09-30,https://boxd.it/7r0PgD,this movie affected me for similar reasons. my mom raised me on her own for 6+ years until my adoptive father came along. i admire her for what she did for me at the beginning.
2024-10-07,https://boxd.it/7uBA5B,i feel the same way
2024-10-09,https://boxd.it/7vzVhj,"It saddens me that there is no recognition of the source material which is a children's book series from author Peter Brown. I do hope that DreamWorks continues with the trilogy, though! "
2024-10-22,https://boxd.it/7AZrWN,I'd love to watch <i>Babylon</i> with you sometime. It's a 3hr runtime but we can make an event of it. It's one of my favorite movies about movies about movies and acting.
2024-10-29,https://boxd.it/59gEXZ,@garrtt i wish i had know this when we were together in person. i would have loved to talk about this one for a bit
2024-10-31,https://boxd.it/7GvJjj,honored to be tagged
2024-11-06,https://boxd.it/7JCEAZ,"i felt compelled to finish this after starting it, but it took me many days to complete it. von Trier is such a traumatizing filmmaker."
2024-11-06,https://boxd.it/7JyB8l,the proof is in the pudding!
2024-11-06,https://boxd.it/7K1rWD,"The long take ending.... how do I reconcile my strong emotional response to that moment with the criticism that this film is shallow? 

I think it's definitely a dark comedy, but I'd challenge you to really pay attention to Carmichael's character on a second watch... he taught me a lot in this performance. My belief is that you'll come away with a deeper appreciation of masculinity, responsibility, and making decisions in this complex world. "
2024-11-06,https://boxd.it/7K5mZZ,I find this hard to believe because I've seen <I>Uncut Gems</I>
2024-11-07,https://boxd.it/7Keixl,It certainly leaves an impression
2024-11-12,https://boxd.it/7N0WG7,glad to hear it. i was struck like a bell
2024-12-08,https://boxd.it/7ZXxPf,great flick
2024-12-13,https://boxd.it/82rIA9,"one of my coworkers liked it. i had invited him to a free screening that was happening at the local cinema. i think he knew exactly what it was, and he had a lot of fun with his wife and son. 

even if it's a flop, i'm glad he had a good time. i hope the cast and crew did, too."
2024-12-26,https://boxd.it/89ygPn,my heart
2025-01-04,https://boxd.it/8iZzdx,I go to church every GOD DAMN Sunday
2025-01-13,https://boxd.it/8sp4l9,that frogger scene was so scary
2025-01-24,https://boxd.it/8Apn15,bro the academy will never
2025-01-31,https://boxd.it/8CEirl,"seems the AI use here was actually related to bits of dialogue audio — unless you’ve seen different reporting

Source: https://www.hollywoodreporter.com/movies/movie-news/the-brutalist-ai-backlash-adrien-brody-1236113015/?link_source=ta_thread_link&taid=678e9d5880c6f200015c523b&utm_campaign=trueanthem&utm_medium=social&utm_source=threads"
2025-02-03,https://boxd.it/8HKNqZ,that Johnny Cash was hot 🔥
2025-02-09,https://boxd.it/8MfMDL,protect young neil
2025-02-10,https://boxd.it/8MC0Kv,"i'm so gay, i read this and thought ""Aaron Taylor-Johnson isn't in this movie"" and then realized my bias "
2025-02-20,https://boxd.it/8TajlL,legendary
2025-02-26,https://boxd.it/8ePTPF,"Indeed, Johnny Cash was very hot"
2025-03-05,https://boxd.it/4IZMZV,lol randomly revisiting this review just because this movie has the same runtime as a certain stately speech delivered recently
2025-03-05,https://boxd.it/91Iu1d,I get it. 
2025-03-13,https://boxd.it/96R9tj,i am jealous. ❤️ plaza
2025-03-13,https://boxd.it/96R9tj,BET 🙃
2025-03-19,https://boxd.it/98F2DZ,correct
2025-03-20,https://boxd.it/9aAr15,some of my book club friends really love The Storygraph for keeping up with books
2025-03-22,https://boxd.it/9bz0gJ,yikes
2025-03-31,https://boxd.it/9h3jgj,DVD?!
2025-04-09,https://boxd.it/9m33B1,"When someone at my office tells me they showed up sick, I leave and work from home. It's stupid to go to work sick -- it puts everyone else at risk! "
2025-04-10,https://boxd.it/9mSAo7,❤️
2025-04-13,https://boxd.it/9otslx,I tag which discord servers I watch things in
2025-04-18,https://boxd.it/9rdUC7,fr fr
2025-05-02,https://boxd.it/9zqpzT,GIVE ME CHOCTAW VAMPIRE HUNTERS! I WANT TO SEE IT HAPPEN
2025-05-02,https://boxd.it/9rmeCd,🤦‍♂️
2025-05-03,https://boxd.it/7e38Gx,😭
2025-05-03,https://boxd.it/9AcA5h,You will love <i>Andor</i> and I am so glad for you
2025-05-18,https://boxd.it/9IRWPb,"re: the snake scene: Stack pulls out his knife and Smoke grabs it mid-air, stabbing into the rattlesnake. It's the first jump scare in the movie so it makes sense that the memory might be jumbled "
2025-05-19,https://boxd.it/9JMqaz,I wish I could get 13 friends to show up to the movies every week but I fear there's not a <i>Sinners</I> movie there all the time to make it worth it
2025-05-27,https://boxd.it/9Ov6v9,Get after it!
2025-05-29,https://boxd.it/9PYp3F,💙
2025-05-30,https://boxd.it/9QeLBB,i agree
2025-05-31,https://boxd.it/9OIUJB,the twist is that Grace Kelly can put herself in a man's lap and he doesn't care
2025-06-14,https://boxd.it/9ZoZTl,You can borrow my DVD
2025-06-18,https://boxd.it/a2arW5,HACK THE PLANET 🌍
2025-06-22,https://boxd.it/a4ihAx,makes sense to take a 7-year-old to see this
2025-06-28,https://boxd.it/a8OYtp,"I just watched this! It's so stupid, but I had fun"
2025-06-29,https://boxd.it/8sdfeJ,yo this is happening
2025-07-02,https://boxd.it/aaTRz9,Truly a miracle of a movie
2025-07-02,https://boxd.it/aaXnXX,2022 was the best year for movies about making movies and BABYLON is going to be a cult classic for sure 
2025-07-03,https://boxd.it/abZCo7,"I’m glad I watched this with real Pavement fans — I feel like that made the experience better. There was a lot of laughter in the room, it was all so much fun"
2025-07-17,https://boxd.it/49O2X3,"Wow -- 5 stars from you seems rare!

I checked and see that you watched this following <i>Beau is Afraid</i>. How do you compare the two, as it relates to the mother figure and how Aster uses mothers in his filmography? "
2025-07-23,https://boxd.it/a78AJl,"now that I've seen a lot of folks reviewing this film in my feed, it's probably time to share some of what i've thought.

at the preview screening, there was a significantly intimate audience. i invited two people: my boss and my best friend. both have meaningfully engaged with me in dialogue about Ari Aster films and we were all quite interested in watching this.

i generally thought it was well-made, and the consensus seemed to be unanimous among the rest of the preview audience was that Joaquin Phoenix lost himself in Sherriff Joe.

there was a moment when this movie led me to accept the fact that i had no idea what was going to happen next, and that was going to be unforgettable. i also knew that it would be divisive -- especially among the media illiterate who use movies as background for doomscrolling and then shit their opinions on the internet.

those people exist -- and that's something this movie shows us too much of. it's why i didn't give it a like, though i think it is a good movie. i feel like a second watch would give me the ""yeah, I liked this"" feeling just based on what i remember of the writing and the plot, but we'll see. i need to get through a number of movies before they leave theaters. "
2025-07-26,https://boxd.it/atLQof,garrett asks me about the criterion sale to see if i bought anything
2025-07-29,https://boxd.it/anpU9b,I have a comment: how dare you?
2025-07-30,https://boxd.it/ax4Agf,Thank you for the substantive review
2025-08-04,https://boxd.it/vfkRk,"<strong>Podcast episode alert!</strong> 🎙️ This list is becoming a special JXN Film Club episode where my friend Morgan and I celebrate everything we love about animation. From <i>Land Before Time</i> tears to <i>Spirited Away</i> wonder - coming soon! Follow <a href=""https://www.instagram.com/jxnfilmclub"">@jxnfilmclub</a> for updates."
2025-08-18,https://boxd.it/vfkRk,"The new episode <a href=""https://jxnfilmclub.carrd.co/#animated-features""><i>A Love Letter for Animation from Morgan and Michael</i></a> is available now! I hope you'll spend some time listening to our conversation -- and consider sharing it with someone who might think animation is an exclusively low art. "
2025-08-19,https://boxd.it/aMBBSl,Don't cross the salt line.
2025-08-27,https://boxd.it/akigct,"just finished MR ROBOT season 1 last night. it's well-established that there are some parallels between the plots, but MR ROBOT does so much less than <i>Fight Club</i> to examine masculinity. it's not even a question in the show, but that's pretty much everything this movie is about."
2025-09-07,https://boxd.it/aZJAfb,stacked cast
2025-09-07,https://boxd.it/aZEKgD,you had a great saturday 
2025-09-20,https://boxd.it/b3ZHYl,director's cut?
2025-09-23,https://boxd.it/fGlFu,I don't remember who John is -- can someone who knew me 3 years ago jog my memory?
2025-09-25,https://boxd.it/baxzk5,i had the same experience 
2025-09-29,https://boxd.it/bd6T3B,"""A few small beers"""
2025-10-06,https://boxd.it/bhvsQn,"<a href=""https://boxd.it/bc9SSv"">i read the first 5 pages</a> and couldn't recognize anything that happens in this film"
2025-10-08,https://boxd.it/bidtPj,"how about <a href=""https://meshtastic.org/docs/introduction/"">LoRa</a>?"
2025-10-15,https://boxd.it/bmYbT3,That was the single most thrilling experience of my entire life.
2025-10-23,https://boxd.it/bqDrtz,gläd midsommar. skål!
2025-10-31,https://boxd.it/bxtz5N,have you read any of these? 
2025-11-02,https://boxd.it/bzezaB,Yikes
2025-11-04,https://boxd.it/bBdKeZ,not possible. this one rewards multiple watches
2025-11-19,https://boxd.it/bKT1uj,ooh I didn't realize we were getting TWO Tyriq Withers performances this year
2025-11-22,https://boxd.it/bNg8h1,everyone I've shown it to has had the same reaction 
2025-12-07,https://boxd.it/bWQwk7,same
2025-12-14,https://boxd.it/c21YPp,so you're saying it's one battle after another?
2025-12-14,https://boxd.it/c2g70X,"Mr. Green: But this is ridiculous. If he were such a patriotic American, why didn't he just report us to the authorities?

Wadsworth: He decided to put his information to good use and make a little money out of it. What could be more American than that?"
2025-12-28,https://boxd.it/cfCorH,"I believe movies, books, songs, and the like, find you at the right time"
2025-12-29,https://boxd.it/chCQHr,So good!
2025-12-31,https://boxd.it/cjChmV,“Your real inheritance is in Christ” 😉
2026-01-05,https://boxd.it/kElBI,"I'm going to discuss the 2025 edition of my top 20 favorite movies on an upcoming episode of <a href=""https://jxnfilm.club"">JXN Film Club</a>"
2026-01-08,https://boxd.it/caox11,Sydney's hoping that plate guy is REALLY good at what he does
2026-01-08,https://boxd.it/cwa6cV,🫡
2026-01-10,https://boxd.it/cuSEKd,"I've screened this with more than a dozen different people, but I think I rewatch this a lot because I believe it's Ari Aster's best work and I am compelled by the narrative. I look forward to your future reviews, Allison! "
2026-01-10,https://boxd.it/cyrHa5,"I was not aware Greig Fraser wasn't returning for Dune 3

Glad you enjoyed this film enough to give it 4 stars — it is quite the visual experience"
2026-01-11,https://boxd.it/4cIap9,"I forgot that I had this memory with Yoseph. He passed away suddenly in July 2025, and it's funny now to remember watching this film with him. I'm glad it wasn't something that was on my mind when I was around his friends and family celebrating his life. I admired that Yoseph endured this movie just because I invited him, it clearly wasn't his favorite way to pass time."
2026-01-11,https://boxd.it/4nWAqT,this is my most gushing review about this film
2026-01-14,https://boxd.it/cCphPN,Get well soon gare bear
2026-01-15,https://boxd.it/cE6j9p,hell yeah. great soundtrack
2026-01-19,https://boxd.it/cEZZxX,Samson is Alpha
2026-01-21,https://boxd.it/cJaCcl,https://letterboxd.com/film/28-years-later-part-3/
2026-01-21,https://boxd.it/cJaCcl,💕
2026-01-23,https://boxd.it/cLKjiz,"Not 100% sure about why audiences connect to this more than the first entry, but I have a feeling it's something to do with the tonal shift in style once Spike stops palling around with his dad Jamie and instead goes off to try to save his mom Isla (which I understand is basically the whole movie)

What I think I understand now after having seen parts 1 and 2 together: The Bone Temple is a sacred, temporary place. Without Kelson to maintain the ossuary, Spike and Kelly must go elsewhere to find safety."
2026-01-26,https://boxd.it/cPJV29,This is one I'd love to watch in a packed theater
2026-02-02,https://boxd.it/cWHDSP,justice for samson's massive dong
2026-02-03,https://boxd.it/cXFFtn,You’re a god
2026-02-05,https://boxd.it/cYV0on,What about the <i>Star Wars </i>references?
2026-02-06,https://boxd.it/cZNQO1,"""Adieu. Adieu."""
2026-02-22,https://boxd.it/deHRYJ,it will be the final entry. gotta make it worth it
2026-03-02,https://boxd.it/dmcuo9,"I visited Portland, Maine and stopped at a non-profit film archival theater called Kinonik and saw the <i>Stalag 17</i> reels they had. They both archive film and operate as a single-screen theater. I enjoyed watching something projected on reel, surrounded by a room full of reels."
2026-03-06,https://boxd.it/4yRZmV,turns out he was just waiting to meet Emma Stone
2026-03-11,https://boxd.it/dtAcxj,"""Elle Fanning is great in this"" is exactly what I was thinking watching <i>Sentimental Value</i> "
2026-03-13,https://boxd.it/c2tw8X,"seconding @jzlandis

also... i think this one may grow on me over time"
2026-03-17,https://boxd.it/dyCmqr,it's optimistic science fiction! buddy science is fun!
2026-03-21,https://boxd.it/1EpKLZ,the first jxn film club screening ever 🥹
2026-04-02,https://boxd.it/dM29Gb,"I've <a href=""https://letterboxd.com/michaellamb/film/kinetta/"" target=""_blank"">previously lamented</a> Yorgos Lanthimos' filmmaking as obfuscations of actual stories and I was <a href=""https://letterboxd.com/michaellamb/film/bugonia/"" target=""_blank"">surprised by this film</a> being both entertaining <strong>and</strong> a mystery."
2026-04-02,https://boxd.it/dMQIvn,This could be a review for Claire Denis’ <i>High Life</i>
