Date,Name,Year,Letterboxd URI
2021-04-25,The Falcon and the Winter Soldier,2021,https://boxd.it/sbH6
2021-04-27,Fear & Shame,2017,https://boxd.it/gQLu
2021-04-30,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,https://boxd.it/nyLU
2021-05-03,Blade Runner,1982,https://boxd.it/2bcA
2021-05-10,A Man Called Ove,2015,https://boxd.it/bHuY
2021-05-10,The Babadook,2014,https://boxd.it/77xu
2021-05-11,The Sandlot,1993,https://boxd.it/1TDy
2021-05-17,Popeye the Sailor Meets Sindbad the Sailor,1936,https://boxd.it/2f70
2021-05-20,R'ha,2013,https://boxd.it/4Z46
2021-06-01,The Assistant,2019,https://boxd.it/neWo
2021-06-03,Ring,1998,https://boxd.it/26tw
2021-06-05,Bo Burnham: Inside,2021,https://boxd.it/v2uy
2021-06-06,A Quiet Place Part II,2020,https://boxd.it/iTx0
2021-06-07,Another Round,2020,https://boxd.it/lkba
2021-06-08,Bo Burnham: Make Happy,2016,https://boxd.it/e436
2021-06-12,The Holy Mountain,1973,https://boxd.it/20mu
2021-06-14,The Wise Kids,2011,https://boxd.it/2Riq
2021-06-15,Searching,2018,https://boxd.it/hDPg
2021-06-17,The Fare,2018,https://boxd.it/lDEq
2021-06-19,50/50,2011,https://boxd.it/10Tw
2021-06-19,The Descent,2005,https://boxd.it/1YNy
2021-06-22,Luca,2021,https://boxd.it/ipjC
2021-06-23,Collateral Beauty,2016,https://boxd.it/bAIu
2021-06-23,The Village,2004,https://boxd.it/21iS
2021-06-24,Ghost in the Shell,1995,https://boxd.it/1YYc
2021-06-25,The Neon Demon,2016,https://boxd.it/9AnW
2021-06-26,Napoleon Dynamite,2004,https://boxd.it/20wu
2021-06-26,"Dude, Where's My Car?",2000,https://boxd.it/1ZJi
2021-06-26,F9,2021,https://boxd.it/dqsU
2021-06-30,Melancholia,2011,https://boxd.it/bPI
2021-07-03,A.I. Artificial Intelligence,2001,https://boxd.it/29Ve
2021-07-09,Black Widow,2021,https://boxd.it/hWV8
2021-07-16,Loki,2021,https://boxd.it/sbHg
2021-07-18,Barb & Star Go to Vista Del Mar,2021,https://boxd.it/lX9M
2021-07-19,Little Monsters,2019,https://boxd.it/iarm
2021-07-23,Alien,1979,https://boxd.it/2awY
2021-07-25,The Gentlemen,2019,https://boxd.it/iYBQ
2021-07-25,Snake Eyes: G.I. Joe Origins,2021,https://boxd.it/kRf8
2021-07-30,The Green Knight,2021,https://boxd.it/kuy2
2021-08-04,Brick,2005,https://boxd.it/1Z6A
2021-08-04,Violet Evergarden: Eternity and the Auto Memory Doll,2019,https://boxd.it/mzze
2021-08-04,Midnight in Paris,2011,https://boxd.it/i4a
2021-08-11,The Ticket,2016,https://boxd.it/b2Kc
2021-08-14,Mirror,1975,https://boxd.it/28Q8
2021-08-14,Zach Galifianakis: Live at the Purple Onion,2007,https://boxd.it/1K40
2021-08-14,Grave of the Fireflies,1988,https://boxd.it/1RUM
2021-08-14,The Wicker Man,1973,https://boxd.it/1KnG
2021-08-29,Fast Five,2011,https://boxd.it/BgO
2021-08-30,Red Sparrow,2018,https://boxd.it/e7Pi
2021-08-30,Emma.,2020,https://boxd.it/kmg0
2021-09-02,Water for Elephants,2011,https://boxd.it/r02
2021-09-03,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI
2021-09-05,The Wolf of Snow Hollow,2020,https://boxd.it/oeu2
2021-09-06,Daniel Isn't Real,2019,https://boxd.it/jAx8
2021-09-07,I Am Mother,2019,https://boxd.it/ihNE
2021-09-07,The Karate Kid,1984,https://boxd.it/27Wk
2021-09-07,Lifeline,2018,https://boxd.it/mrQc
2021-09-09,The Matrix Reloaded,2003,https://boxd.it/2a1c
2021-09-13,Clueless,1995,https://boxd.it/1Ygk
2021-09-13,Monty Python and the Holy Grail,1975,https://boxd.it/29GI
2021-09-15,Stalker,1979,https://boxd.it/28PO
2021-09-18,Bill & Ted's Excellent Adventure,1989,https://boxd.it/28oI
2021-09-18,Bill & Ted's Bogus Journey,1991,https://boxd.it/28oy
2021-09-20,All the Boys Are Called Patrick,1959,https://boxd.it/2J8s
2021-09-22,The Addams Family,1991,https://boxd.it/267g
2021-09-22,Koyaanisqatsi,1982,https://boxd.it/1U9E
2021-09-23,The Place Beyond the Pines,2012,https://boxd.it/3mDu
2021-09-24,Newsies,1992,https://boxd.it/1MtG
2021-09-26,Don Jon,2013,https://boxd.it/4sdk
2021-09-28,Prisoners,2013,https://boxd.it/4E5i
2021-09-30,Midnight Mass,2021,https://boxd.it/wvVA
2021-10-01,Noroi: The Curse,2005,https://boxd.it/1BN6
2021-10-03,Blue Valentine,2010,https://boxd.it/MxG
2021-10-05,Best Man,2016,https://boxd.it/ebtq
2021-10-05,Hush,2016,https://boxd.it/d5ys
2021-10-07,The Others,2001,https://boxd.it/27Po
2021-10-10,Pioneer,2011,https://boxd.it/2Ruc
2021-10-11,No Time to Die,2021,https://boxd.it/cPX2
2021-10-11,There's Someone Inside Your House,2021,https://boxd.it/ix1c
2021-10-12,The Babysitter,2017,https://boxd.it/eP1w
2021-10-13,Dave Chappelle: The Closer,2021,https://boxd.it/xbe4
2021-10-14,The Exorcist,1973,https://boxd.it/1Yoo
2021-10-15,Big Fish,2003,https://boxd.it/2a3M
2021-10-16,Squid Game,2021,https://boxd.it/x1OG
2021-10-17,Lamb,2021,https://boxd.it/tFwE
2021-10-22,Dune,2021,https://boxd.it/fA7G
2021-10-23,Jeremiah Johnson,1972,https://boxd.it/1SIi
2021-10-25,The Babysitter: Killer Queen,2020,https://boxd.it/n4VA
2021-10-28,Malevolent,2018,https://boxd.it/hijI
2021-10-28,Rango,2011,https://boxd.it/QPk
2021-10-30,Train to Busan,2016,https://boxd.it/dSQU
2021-10-31,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/jLP8
2021-11-01,Halloweentown,1998,https://boxd.it/1qPq
2021-11-01,A Bug's Life,1998,https://boxd.it/1Yyy
2021-11-01,Last Night in Soho,2021,https://boxd.it/lbJC
2021-11-02,Passing,2021,https://boxd.it/jKdM
2021-11-03,Little Miss Sunshine,2006,https://boxd.it/29EW
2021-11-04,Devil,2010,https://boxd.it/SX6
2021-11-04,Prometheus,2012,https://boxd.it/2s9e
2021-11-05,The Bad Mother's Handbook,2007,https://boxd.it/DPm
2021-11-05,The Lost City of Z,2016,https://boxd.it/a7jS
2021-11-05,Eternals,2021,https://boxd.it/j36o
2021-11-09,Spider-Man: Far From Home,2019,https://boxd.it/fegG
2021-11-10,Antlers,2021,https://boxd.it/iI50
2021-11-10,Spencer,2021,https://boxd.it/qPMG
2021-11-10,Sweeney Todd: The Demon Barber of Fleet Street,2007,https://boxd.it/1PcS
2021-11-13,2001: A Space Odyssey,1968,https://boxd.it/2bf0
2021-11-13,Glory Road,2006,https://boxd.it/1XwQ
2021-11-14,Noah,2014,https://boxd.it/34QA
2021-11-14,About Time,2013,https://boxd.it/43bI
2021-11-18,Never Let Me Go,2010,https://boxd.it/Xw0
2021-11-20,Ghostbusters: Afterlife,2021,https://boxd.it/f4Pw
2021-11-24,House of Gucci,2021,https://boxd.it/nVkC
2021-11-24,The Last of the Mohicans,1992,https://boxd.it/1YSo
2021-11-25,The Map of Tiny Perfect Things,2021,https://boxd.it/p3O8
2021-11-26,Belfast,2021,https://boxd.it/tefG
2021-11-27,"tick, tick... BOOM!",2021,https://boxd.it/jz2e
2021-11-27,Pig,2021,https://boxd.it/nzoW
2021-11-27,Ciao Alberto,2021,https://boxd.it/x4F8
2021-11-27,The Thing,2011,https://boxd.it/eS6
2021-11-28,The Seventh Seal,1957,https://boxd.it/2ahO
2021-12-01,Super 8,2011,https://boxd.it/dVI
2021-12-02,The Shawshank Redemption,1994,https://boxd.it/2aHi
2021-12-06,Jumanji,1995,https://boxd.it/1ZLI
2021-12-08,The Master,2012,https://boxd.it/2cBG
2021-12-09,The Thing,1982,https://boxd.it/294O
2021-12-11,Bill & Ted Face the Music,2020,https://boxd.it/i7BI
2021-12-13,Rushmore,1998,https://boxd.it/1TAO
2021-12-17,Charade,1963,https://boxd.it/23O2
2021-12-17,Spider-Man: No Way Home,2021,https://boxd.it/nwRw
2021-12-19,A Charlie Brown Christmas,1965,https://boxd.it/1QDq
2021-12-22,Nightmare Alley,2021,https://boxd.it/m0HC
2021-12-24,You Can't Take It with You,1938,https://boxd.it/1ejM
2021-12-24,A Christmas Story,1983,https://boxd.it/29sw
2021-12-24,Stagecoach,1939,https://boxd.it/297S
2021-12-26,Don't Look Up,2021,https://boxd.it/o0Hc
2021-12-26,The Matrix Resurrections,2021,https://boxd.it/n87k
2021-12-27,The House That Jack Built,2018,https://boxd.it/dWO4
2021-12-30,The Royal Tenenbaums,2001,https://boxd.it/1YHU
2021-12-30,The Power of the Dog,2021,https://boxd.it/m99E
2021-12-30,Death to 2021,2021,https://boxd.it/yj28
2021-12-31,In the Earth,2021,https://boxd.it/s652
2022-01-02,West Side Story,2021,https://boxd.it/iwt0
2022-01-03,The Eyes of Tammy Faye,2021,https://boxd.it/mbB6
2022-01-04,The Hand of God,2021,https://boxd.it/r5uI
2022-01-04,The Lost Daughter,2021,https://boxd.it/kgww
2022-01-05,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,https://boxd.it/tbhu
2022-01-05,The Mask of Zorro,1998,https://boxd.it/1YVi
2022-01-06,Mad Max: Fury Road,2015,https://boxd.it/2DjO
2022-01-06,Memento,2000,https://boxd.it/2bcK
2022-01-06,The Paradise Next Door,2021,https://boxd.it/u6mw
2022-01-06,Lunch on the Grass,2019,https://boxd.it/o16m
2022-01-06,Doctor Strange,2016,https://boxd.it/8MH8
2022-01-08,Licorice Pizza,2021,https://boxd.it/qTKY
2022-01-08,The Tragedy of Macbeth,2021,https://boxd.it/lMi4
2022-01-12,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape
2022-01-12,Encanto,2021,https://boxd.it/kPRu
2022-01-14,Airplane!,1980,https://boxd.it/29yu
2022-01-14,C'est la Vie,2016,https://boxd.it/iXNm
2022-01-17,Enemy,2013,https://boxd.it/5xtO
2022-01-18,2010: The Year We Make Contact,1984,https://boxd.it/24lK
2022-01-19,Scream,2022,https://boxd.it/o0lg
2022-01-19,It Follows,2014,https://boxd.it/87wo
2022-01-21,Good News,1947,https://boxd.it/1iVK
2022-01-23,Say Anything...,1989,https://boxd.it/27B2
2022-01-24,Nobody,2021,https://boxd.it/mLqS
2022-01-29,Moonstruck,1987,https://boxd.it/27zg
2022-01-31,Malignant,2021,https://boxd.it/mViE
2022-02-02,Bicycle Thieves,1948,https://boxd.it/23hW
2022-02-03,Inside Llewyn Davis,2013,https://boxd.it/34Ro
2022-02-03,Easy A,2010,https://boxd.it/17DK
2022-02-05,Promising Young Woman,2020,https://boxd.it/loRE
2022-02-05,Europa,1991,https://boxd.it/1ZfM
2022-02-06,Jackass Forever,2022,https://boxd.it/opUg
2022-02-06,Ford v Ferrari,2019,https://boxd.it/ce74
2022-02-07,The Beta Test,2021,https://boxd.it/sa0g
2022-02-08,Plaisir,2021,https://boxd.it/ugsO
2022-02-09,CODA,2021,https://boxd.it/tbf4
2022-02-09,Panic Room,2002,https://boxd.it/2490
2022-02-09,The Midnight Gospel,2020,https://boxd.it/xlUa
2022-02-09,Videodrome,1983,https://boxd.it/29uC
2022-02-09,Fury,2014,https://boxd.it/6JwC
2022-02-10,The Day After Tomorrow,2004,https://boxd.it/2aog
2022-02-10,Flee,2021,https://boxd.it/ponM
2022-02-11,The Queen of Basketball,2021,https://boxd.it/uZY6
2022-02-11,Extreme Days,2001,https://boxd.it/OwU
2022-02-11,A Goofy Movie,1995,https://boxd.it/1Lwu
2022-02-11,But I'm a Cheerleader,1999,https://boxd.it/1CW4
2022-02-12,Planet of the Apes,1968,https://boxd.it/29p8
2022-02-12,Porco Rosso,1992,https://boxd.it/1Tp2
2022-02-13,Kimi,2022,https://boxd.it/u7LW
2022-02-15,Heaven Adores You,2014,https://boxd.it/8quG
2022-02-17,Hackers,1995,https://boxd.it/1WhU
2022-02-17,Pocahontas,1995,https://boxd.it/1W2g
2022-02-17,Beauty and the Beast,1991,https://boxd.it/1XhG
2022-02-17,Galaxy Quest,1999,https://boxd.it/29gq
2022-02-19,Fruitvale Station,2013,https://boxd.it/4VRy
2022-02-28,Phantom Thread,2017,https://boxd.it/e4uc
2022-03-01,Prisoners of the Ghostland,2021,https://boxd.it/j0NY
2022-03-03,Drive My Car,2021,https://boxd.it/sv94
2022-03-03,Cloverfield,2008,https://boxd.it/2192
2022-03-04,The Batman,2022,https://boxd.it/eDGs
2022-03-07,Swallow,2019,https://boxd.it/lA0i
2022-03-08,Jeff Drives You,2019,https://boxd.it/p8KK
2022-03-08,Another Hayride,2021,https://boxd.it/tiaK
2022-03-08,My Friend Dahmer,2017,https://boxd.it/fQ7W
2022-03-08,The Jump,2018,https://boxd.it/zhF0
2022-03-09,Orange County,2002,https://boxd.it/1SVc
2022-03-13,Bel Ami,2012,https://boxd.it/33Yo
2022-03-17,Blink,2022,https://boxd.it/zeko
2022-03-19,Turning Red,2022,https://boxd.it/ipkq
2022-03-23,X,2022,https://boxd.it/sxVa
2022-03-23,Umma,2022,https://boxd.it/scAg
2022-03-24,Blue Velvet,1986,https://boxd.it/29BI
2022-03-27,The Ballad of Buster Scruggs,2018,https://boxd.it/jB2q
2022-03-28,King Richard,2021,https://boxd.it/mJZ2
2022-03-31,The Imitation Game,2014,https://boxd.it/6aig
2022-04-03,Shirley,2020,https://boxd.it/jY2o
2022-04-05,The Hitchhiker's Guide to the Galaxy,2005,https://boxd.it/20VE
2022-04-06,Carnival of Souls,1962,https://boxd.it/1KQ4
2022-04-06,The Big Score,2022,https://boxd.it/AcCs
2022-04-06,Jujutsu Kaisen 0,2021,https://boxd.it/uvFS
2022-04-12,Everything Everywhere All at Once,2022,https://boxd.it/jUk4
2022-04-14,The DUFF,2015,https://boxd.it/8eP8
2022-04-14,Rock-A-Doodle,1991,https://boxd.it/1DvS
2022-04-18,WOLF,2022,https://boxd.it/AcCi
2022-04-18,ESCAPE,2019,https://boxd.it/Acyq
2022-04-26,The Northman,2022,https://boxd.it/nK2s
2022-04-30,Life Itself,2018,https://boxd.it/fUda
2022-05-04,The Night House,2020,https://boxd.it/jZze
2022-05-05,Moon Knight,2022,https://boxd.it/zeDq
2022-05-05,The Other Lamb,2019,https://boxd.it/mQBm
2022-05-09,Good Morning,1959,https://boxd.it/2lkk
2022-05-10,Stranger Than Fiction,2006,https://boxd.it/28Za
2022-05-11,The Mark of Zorro,1940,https://boxd.it/1hJS
2022-05-16,Ponyo,2008,https://boxd.it/1S0A
2022-05-17,"All Light, Everywhere",2021,https://boxd.it/l5q0
2022-05-20,Drag Me to Hell,2009,https://boxd.it/1Jzw
2022-05-23,The Godfather,1972,https://boxd.it/2aNK
2022-05-26,Kung Pow: Enter the Fist,2002,https://boxd.it/1SQm
2022-05-27,GoodFellas,1990,https://boxd.it/29FA
2022-05-28,Top Gun: Maverick,2022,https://boxd.it/cjr4
2022-06-01,Voyage of Time: Life's Journey,2016,https://boxd.it/34Sw
2022-06-06,Top Gun,1986,https://boxd.it/29JC
2022-06-07,Drums West,1961,https://boxd.it/hsxq
2022-06-07,Cosmopolis,2012,https://boxd.it/H4O
2022-06-08,Beach Rats,2017,https://boxd.it/f5m6
2022-06-11,The Lodge,2019,https://boxd.it/h2c2
2022-06-14,And Then We Danced,2019,https://boxd.it/m0e6
2022-06-15,Max Richter's Sleep,2019,https://boxd.it/o8SW
2022-06-16,The Worst Person in the World,2021,https://boxd.it/oyws
2022-06-17,Do the Right Thing,1989,https://boxd.it/29gA
2022-06-19,Being 17,2016,https://boxd.it/d6U0
2022-06-23,Angst,1983,https://boxd.it/1G46
2022-06-25,Short Term 12,2013,https://boxd.it/5f6s
2022-06-26,The Black Phone,2021,https://boxd.it/sqFE
2022-06-30,Independence Day,1996,https://boxd.it/2a1w
2022-07-01,"What's Up, Doc?",1972,https://boxd.it/21iy
2022-07-02,Dirty Work,1998,https://boxd.it/1NOg
2022-07-04,Spiderhead,2022,https://boxd.it/mLsO
2022-07-07,"Good Luck to You, Leo Grande",2022,https://boxd.it/stYk
2022-07-07,Matthias & Maxime,2019,https://boxd.it/iOQ2
2022-07-07,On the Count of Three,2021,https://boxd.it/tbfI
2022-07-11,Mad God,2021,https://boxd.it/vVPm
2022-07-12,Mass,2021,https://boxd.it/eYAA
2022-07-14,School of Rock,2003,https://boxd.it/28xK
2022-07-16,Thor: Love and Thunder,2022,https://boxd.it/mMAY
2022-07-22,Nope,2022,https://boxd.it/sDCe
2022-07-23,Time Piece,1965,https://boxd.it/IrE
2022-07-24,Burn After Reading,2008,https://boxd.it/23BW
2022-07-25,Halloween,1978,https://boxd.it/2wRu
2022-07-26,Predator,1987,https://boxd.it/2b84
2022-07-26,Last Action Hero,1993,https://boxd.it/1YhW
2022-07-27,Home Videos,2019,https://boxd.it/menc
2022-08-05,Bullet Train,2022,https://boxd.it/qW26
2022-08-06,Final Fantasy VII: Advent Children,2005,https://boxd.it/29UK
2022-08-07,Corpse Bride,2005,https://boxd.it/24WQ
2022-08-08,Not Okay,2022,https://boxd.it/vCEY
2022-08-08,Liar Liar,1997,https://boxd.it/28sg
2022-08-08,The Parent Trap,1961,https://boxd.it/1Fw4
2022-08-08,The Parent Trap,1998,https://boxd.it/1XJq
2022-08-09,All My Friends Hate Me,2021,https://boxd.it/uWPK
2022-08-11,Prey,2022,https://boxd.it/sNBU
2022-08-12,Babyteeth,2019,https://boxd.it/iWDU
2022-08-12,Chronicle,2012,https://boxd.it/2Emk
2022-08-14,Corpus Christi,2019,https://boxd.it/gULy
2022-08-15,Westworld,1973,https://boxd.it/26RS
2022-08-15,The Pursuit of Happyness,2006,https://boxd.it/28PE
2022-08-15,Minority Report,2002,https://boxd.it/2aWi
2022-08-16,I Am Michael,2015,https://boxd.it/99pw
2022-08-19,The Big Lebowski,1998,https://boxd.it/2b6C
2022-08-20,Belle,2021,https://boxd.it/tbEe
2022-08-23,The Wolf of Wall Street,2013,https://boxd.it/3C1m
2022-08-25,Rubber,2010,https://boxd.it/P2m
2022-08-29,Watcher,2022,https://boxd.it/uocO
2022-08-29,Crimes of the Future,2022,https://boxd.it/uTuY
2022-09-05,James and the Giant Peach,1996,https://boxd.it/1W0O
2022-09-10,Barbarian,2022,https://boxd.it/yohi
2022-09-10,Mysterious Circumstance: The Death of Meriwether Lewis,2022,https://boxd.it/CFqY
2022-09-11,War and Peace,1965,https://boxd.it/1nRy
2022-09-16,Vampyr,1932,https://boxd.it/29DY
2022-09-21,Hellraiser,1987,https://boxd.it/1Zpi
2022-09-25,Laboratory Conditions,2018,https://boxd.it/hzSK
2022-09-25,Don't Worry Darling,2022,https://boxd.it/mViu
2022-09-26,Citizen Kane,1941,https://boxd.it/71O
2022-10-05,The Woman King,2022,https://boxd.it/r9a8
2022-10-06,Unforgiven,1992,https://boxd.it/6Z4
2022-10-07,My Dinner with Andre,1981,https://boxd.it/1vLe
2022-10-08,Hellraiser,2022,https://boxd.it/bg7S
2022-10-16,MASK,2022,https://boxd.it/D5pM
2022-10-19,V/H/S: Viral,2014,https://boxd.it/80SW
2022-10-19,The Prince of Egypt,1998,https://boxd.it/1XGQ
2022-10-27,Holy Moses,2018,https://boxd.it/kaa0
2022-10-27,Downside Up,2016,https://boxd.it/hlTE
2022-10-29,Werewolf by Night,2022,https://boxd.it/xMrO
2022-10-30,Nadja,1994,https://boxd.it/1dF8
2022-11-01,Terrifier,2016,https://boxd.it/eRzg
2022-11-02,TÁR,2022,https://boxd.it/uNIA
2022-11-05,God Forbid: The Sex Scandal That Brought Down a Dynasty,2022,https://boxd.it/CtPC
2022-11-05,Metropolis,1927,https://boxd.it/71a
2022-11-06,Dustin,2020,https://boxd.it/qJiA
2022-11-06,The Godfather Part II,1974,https://boxd.it/2aNq
2022-11-07,The Mask,1994,https://boxd.it/29rS
2022-11-08,Ernest & Celestine,2012,https://boxd.it/493A
2022-11-08,The Banshees of Inisherin,2022,https://boxd.it/p7XS
2022-11-11,Black Panther: Wakanda Forever,2022,https://boxd.it/igPu
2022-11-13,Zen - Grogu and Dust Bunnies,2022,https://boxd.it/Dwka
2022-11-13,Casper,1995,https://boxd.it/1ZMw
2022-11-13,Addams Family Values,1993,https://boxd.it/26mq
2022-11-15,Johnny Mnemonic,1995,https://boxd.it/1XBQ
2022-11-16,Green Room,2015,https://boxd.it/a75m
2022-11-17,Sol,2020,https://boxd.it/qHOY
2022-11-19,Project X,2016,https://boxd.it/f8K6
2022-11-20,The Menu,2022,https://boxd.it/lScm
2022-11-22,Dog,2022,https://boxd.it/nd4K
2022-11-24,Glass Onion,2022,https://boxd.it/oCkK
2022-11-26,"Lyle, Lyle, Crocodile",2022,https://boxd.it/vkfm
2022-11-27,.TV,2017,https://boxd.it/heya
2022-11-29,Kin,2018,https://boxd.it/f3NY
2022-11-29,The Fabelmans,2022,https://boxd.it/ugoM
2022-11-30,Godzilla,1954,https://boxd.it/28kc
2022-11-30,David Lynch: The Art Life,2016,https://boxd.it/eASq
2022-11-30,Sam Morril: Positive Influence,2018,https://boxd.it/k1PI
2022-12-01,Mark Normand: Out To Lunch,2020,https://boxd.it/qfdU
2022-12-01,Andrew Schulz: Infamous,2022,https://boxd.it/BLly
2022-12-01,Blood Simple,1984,https://boxd.it/1U16
2022-12-04,Firebird,2021,https://boxd.it/u1ei
2022-12-04,Black Hole,2021,https://boxd.it/wUgi
2022-12-04,One-Minute Time Machine,2014,https://boxd.it/bFSO
2022-12-07,Fighting with My Family,2019,https://boxd.it/fRyO
2022-12-07,Jerrod Carmichael: Rothaniel,2022,https://boxd.it/zW6A
2022-12-09,On Another Note,2022,https://boxd.it/E07A
2022-12-09,Jesus of Nazareth,1977,https://boxd.it/hLhG
2022-12-14,Portrait of God,2022,https://boxd.it/CSom
2022-12-14,Kung Fury,2015,https://boxd.it/7mSM
2022-12-15,Black Bear,2020,https://boxd.it/n8ru
2022-12-16,Parallel Man: Infinite Pursuit,2015,https://boxd.it/z9WW
2022-12-18,The Wave,2019,https://boxd.it/mUlW
2022-12-18,Await Further Instructions,2018,https://boxd.it/ifti
2022-12-18,The Square,2017,https://boxd.it/e5YW
2022-12-19,Compliance,2012,https://boxd.it/2XNE
2022-12-20,Avatar: The Way of Water,2022,https://boxd.it/2E2E
2022-12-21,Ismael Loutfi: Sound It Out,2022,https://boxd.it/BNu8
2022-12-23,We Cry Together,2022,https://boxd.it/Ba1G
2022-12-25,Transfigure,2021,https://boxd.it/ulTq
2022-12-26,Seagrass,2019,https://boxd.it/oK2E
2022-12-26,Eyes Wide Shut,1999,https://boxd.it/2axs
2022-12-27,Emily the Criminal,2022,https://boxd.it/wBOq
2022-12-28,Do Revenge,2022,https://boxd.it/sFiA
2022-12-28,The Wonder,2022,https://boxd.it/v3uY
2022-12-28,I Heard It Too,2014,https://boxd.it/eRYA
2022-12-28,Into the Wild,2007,https://boxd.it/22m2
2022-12-29,Causeway,2022,https://boxd.it/lWQq
2022-12-30,Babylon,2022,https://boxd.it/mM02
2022-12-31,The Sound,2021,https://boxd.it/wAKs
2023-01-01,The House,2022,https://boxd.it/yVza
2023-01-02,Entergalactic,2022,https://boxd.it/CPN4
2023-01-03,This Place Rules,2022,https://boxd.it/CJGm
2023-01-05,Lal,2020,https://boxd.it/rKNm
2023-01-08,Peephole,2018,https://boxd.it/s71A
2023-01-10,Backstroke,2017,https://boxd.it/ghAQ
2023-01-10,In the Mouth of Madness,1994,https://boxd.it/26vi
